Offset(P)            #Ptr   #Hnd Access Name
0x00000000063d6678      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063d6880      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SECURITY
0x00000000063d6c28      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063e7320      5      1 RWDr-- \Device\HarddiskVolume1\System Volume Information\tracking.log
0x00000000063e73f8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Media\Windows XP Hardware Remove.wav
0x00000000063e7890      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063e8430      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND57.WAV
0x00000000063e8ac8      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴
0x00000000063ea028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\perfh012.dat
0x00000000063ea2b8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063ea650      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.2180_x-ww_522f9f82
0x00000000063ea858      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\vmscsi.sys
0x00000000063eb358      1      1 ------ \Device\NamedPipe\browser
0x00000000063ec330      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063ec408      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System\ado
0x00000000063ec4b0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063ed230      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000063ee1a0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000063ee418      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Speech\1042
0x00000000063ee4b0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft
0x00000000063ee590      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\Internet Explorer\frameiconcache.dat
0x00000000063ee870      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem\snmp
0x00000000063eec40      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\Metallic
0x00000000063eed00      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\Homestead
0x00000000063eee60      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x00000000063eeef8      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x00000000063eef90      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x00000000063efd20      2      1 R--rw- \Device\HarddiskVolume1\Program Files\MSN Gaming Zone\Windows
0x00000000063efdb8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\msagent\intl
0x00000000063eff90      1      1 ------ \Device\NamedPipe\trkwks
0x00000000063f01a0      1      1 ------ \Device\NamedPipe\wkssvc
0x00000000063f0430      2      1 R--rw- \Device\HarddiskVolume1\Program Files\microsoft frontpage\version3.0\bin
0x00000000063f09d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000063f21c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sensapi.dll
0x00000000063f3550      1      1 ------ \Device\NamedPipe\net\NtControlPipe9
0x00000000063f4e38      2      1 ------ \Device\NamedPipe\PCHHangRepExecPipe
0x00000000063f5028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ndptsp.tsp
0x00000000063f5108      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\바탕 화면
0x00000000063f51a0      1      1 ------ \Device\Afd\Endpoint
0x00000000063f54b0      2      1 ------ \Device\NamedPipe\trkwks
0x00000000063f6038      1      0 RWD--- \Device\HarddiskVolume1\$PrepareToShrinkFileSize
0x00000000063f84e8      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\vmtray.dll
0x00000000063faa50      3      1 ------ \Device\NamedPipe\net\NtControlPipe0
0x00000000063fab18      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mfc42loc.dll
0x00000000063fb240      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oakley.dll
0x00000000063fb430      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000063fb648      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscdll.dll
0x00000000063fe248      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063fe550      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasdlg.dll
0x00000000063fe9c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiprvsd.dll
0x00000000063feeb8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\unity.dll
0x00000000063ffd20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\upnp.dll
0x0000000006400800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mlang.dll
0x00000000064010d8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\winmine.exe
0x0000000006401ad0      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND25.WAV
0x0000000006401b68      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\common\vix.dll
0x00000000064025d0      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\cdfs.sys
0x0000000006402a40      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\iepeers.dll
0x0000000006402f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\bthserv.dll
0x00000000064036b0      2      1 ------ \Device\NamedPipe\srvsvc
0x0000000006403800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psbase.dll
0x0000000006403e58      2      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\Feeds Cache\index.dat
0x0000000006403f90      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Media Player\setup_wm.exe
0x0000000006404250      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\irprops.cpl
0x0000000006404690      2      1 ------ \Device\NamedPipe\winlogonrpc
0x0000000006404bc8      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\systemprofile\Application Data\Microsoft\SystemCertificates\My
0x00000000064051c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shimeng.dll
0x0000000006405e88      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000064062c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cnbjmon.dll
0x00000000064065b0      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Internet Explorer\iexplore.exe
0x0000000006406c50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ipnathlp.dll
0x0000000006407038      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000064073c0      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Application Data\Microsoft\Internet Explorer\Quick Launch
0x0000000006407e00      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\시스템 도구\예약된 작업.lnk
0x000000000640a420      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsta.dll
0x000000000640a8e0      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\security\tmp.edb
0x000000000640a980      3      1 -W-rw- \Device\HarddiskVolume1\WINDOWS\wiadebug.log
0x000000000640b728      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\oleacc.dll
0x000000000640bdf8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000640c880      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msimg32.dll
0x000000000640c918      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wldap32.dll
0x000000000640da78      1      0 R--r-d \Device\HarddiskVolume1\PROGRA~1\MSNGAM~1\Windows\Rvseres.dll
0x000000000640e5c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.dll
0x000000000640e730      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x000000000640e8d0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006411b68      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\security\Database\secedit.sdb
0x0000000006411f50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shell32.dll
0x00000000064120f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\csrsrv.dll
0x0000000006412348      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\csrss.exe
0x0000000006412540      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32k.sys
0x0000000006412b98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\userenv.dll
0x0000000006412d68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\apphelp.dll
0x0000000006412f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\normaliz.dll
0x00000000064139f0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006413bc0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006413df0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\inf
0x0000000006426028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000064260e0      2      1 RW-rw- \Device\NamedPipe\
0x00000000064298c8      2      1 ------ \Device\Afd\Endpoint
0x000000000642acf8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000642b148      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000642b1e0      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\CatRoot2\edb.log
0x000000000642bac8      2      1 ------ \Device\Afd\Endpoint
0x000000000642cbc8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000642e298      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000642e330      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Registration\R000000000007.clb
0x000000000642e7e8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\devenum.dll
0x000000000642f8b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\marlett.ttf
0x000000000642fd18      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006430b40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tapi32.dll
0x0000000006431378      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ieframe.dll
0x0000000006431778      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\iertutil.dll
0x0000000006431a80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntvdm.exe
0x0000000006431c98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mpr.dll
0x00000000064323c0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006432560      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\esent.dll
0x00000000064327c8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000646e498      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000646e9b0      1      1 ------ \Device\NamedPipe\epmapper
0x000000000646f620      2      1 ------ \Device\NamedPipe\keysvc
0x000000000646f820      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\History\History.IE5\index.dat
0x000000000646fa30      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Cookies\index.dat
0x000000000646fd78      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000646fe10      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x0000000006470d30      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comdlg32.dll
0x0000000006472798      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000064729d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006473af8      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\msfs.sys
0x0000000006474608      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS
0x00000000064751a8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000064755b0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006475980      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006475df0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006476a48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winlogon.exe
0x0000000006476bf0      2      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Cookies\index.dat
0x000000000648faa0      2      1 ------ \Device\NamedPipe\PCHFaultRepExecPipe
0x0000000006490028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\conime.exe
0x00000000064900d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000064901d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WindowsShell.Manifest
0x0000000006491120      1      1 ------ \Device\NamedPipe\net\NtControlPipe8
0x0000000006491280      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9\comctl32.dll
0x0000000006492028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\MSIMTF.dll
0x0000000006492318      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000064924c8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\netui1.dll
0x00000000064926a8      2      1 ------ \Device\NamedPipe\DAV RPC SERVICE
0x0000000006492740      1      1 ------ \Device\NamedPipe\DAV RPC SERVICE
0x0000000006493cc0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sensapi.dll
0x00000000064949f8      1      0 RW-rw- \Device\HarddiskVolume1\WINDOWS\0.log
0x00000000064954b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\credui.dll
0x0000000006495550      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rtutils.dll
0x00000000064973d8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\CHTIME\Applets
0x00000000064974b0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\drivers\disdn
0x0000000006497840      2      1 R--rw- \Device\HarddiskVolume1\Program Files\NetMeeting
0x00000000064978d8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries
0x00000000064983d8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\IMKR6_1\DICTS
0x0000000006498470      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\usmt
0x0000000006498858      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\admisapi\scripts
0x0000000006498b08      1      1 ------ \Device\Afd\Endpoint
0x0000000006498f60      2      1 ------ \Device\NamedPipe\winreg
0x0000000006499130      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006499280      3      1 ------ \Device\NamedPipe\net\NtControlPipe8
0x0000000006499318      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000064996a0      1      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\SecEvent.Evt
0x0000000006499ad0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\inf
0x0000000006499b68      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System\Ole DB
0x000000000649a140      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\netui0.dll
0x000000000649da60      3      1 ------ \Device\NamedPipe\net\NtControlPipe11
0x000000000649e0c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\uxtheme.dll
0x000000000649e748      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tapi32.dll
0x000000000649f358      1      1 ------ \Device\Afd\Endpoint
0x000000000649f660      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000064a0a38      2      1 ------ \Device\NamedPipe\Ctx_WinStation_API_service
0x00000000064a0bf0      1      1 ------ \Device\NamedPipe\ROUTER
0x00000000064a3980      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mfc42u.dll
0x00000000064a3e10      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000064a5028      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\VMware\VMware Tools\manifest.txt
0x00000000064a5a08      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ko-KR\urlmon.dll.mui
0x00000000064a5aa0      1      1 ------ \Device\NamedPipe\lsass
0x00000000064a5b88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcore.dll
0x00000000064a5e98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\atl.dll
0x00000000064a6680      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000064a6a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\resutils.dll
0x00000000064a6da0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mscms.dll
0x00000000064a7e00      1      1 ------ \Device\NamedPipe\ROUTER
0x00000000064a8530      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000064a8d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cabinet.dll
0x00000000064a9478      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuaueng.dll
0x00000000064a9768      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscui.dll
0x00000000064aa028      1      1 -W-rw- \Device\HarddiskVolume1\WINDOWS\Sti_Trace.log
0x00000000064aa648      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\diskWiper.dll
0x00000000064aaa70      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\timeSync.dll
0x00000000064aae98      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\deployPkgPlugin.dll
0x00000000064abc68      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\imekr61.ime
0x00000000064abd20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\perfos.dll
0x00000000064ac8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\stobject.dll
0x00000000064accf8      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Temporary Internet Files\Content.IE5\K9URWTAR\background_gradient[1]
0x00000000064ad3b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries\pchsvc.dll
0x00000000064ad800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dssenh.dll
0x00000000064adc28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\trkwks.dll
0x00000000064ae340      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.dll
0x00000000064ae4f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webclnt.dll
0x00000000064b0a20      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\CD Burning
0x00000000064b0ab8      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\바탕 화면
0x00000000064b0e08      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMToolsHook.dll
0x00000000064b1820      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x00000000064b2e10      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000064b2f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comres.dll
0x00000000064b4da0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\Windows Update.lnk
0x00000000064b4f90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000064b53d0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\Templates\sndrec.wav
0x00000000064b7028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\AppEvent.Evt
0x00000000064b7108      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000064b7300      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\VGX
0x00000000064b74d0      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x00000000064b7888      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\ThinPrint.evt
0x00000000064b7a80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\SysEvent.Evt
0x00000000064b7ca0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\SecEvent.Evt
0x00000000064b7e98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\Internet.evt
0x00000000064b9028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\hvgafix.fon
0x00000000064b9180      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\smss.exe
0x00000000064b93e0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000064b9540      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sorttbls.nls
0x00000000064b9930      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000064b9cc8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\locale.nls
0x00000000064b9ed8      2      1 ------ \Device\NamedPipe\scerpc
0x00000000064ba4c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wininet.dll
0x00000000064ba928      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ole32.dll
0x00000000064baab8      2      1 R--r-- \Device\HarddiskVolume1\WINDOWS\inf\syssetup.PNF
0x00000000064c3678      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wow32.dll
0x00000000064c5a70      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000064c6560      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msprivs.dll
0x00000000064c6f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shfolder.dll
0x00000000064c7b58      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\MSCTFIME.IME
0x00000000064ca450      1      1 ------ \Device\NamedPipe\InitShutdown
0x00000000064cb1a8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000064cb2b0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000064cbef8      3      1 ------ \Device\Afd\Endpoint
0x00000000064cbf90      2      1 ------ \Device\NamedPipe\ROUTER
0x00000000064cc810      1      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\kbd103.dll
0x00000000064cca10      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\c_1252.nls
0x0000000006570f90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006571318      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000006571960      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\jscript.dll
0x0000000006571e98      1      0 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\History\History.IE5\MSHist012019100420191005\index.dat
0x00000000065745a8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft\TTS\1033
0x0000000006574710      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x00000000065747a8      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000006574840      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000006574940      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Restore
0x0000000006575c68      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING2.MAP
0x0000000006575ed0      2      1 ------ \Device\NamedPipe\SfcApi
0x0000000006576028      2      1 ------ \Device\NamedPipe\W32TIME
0x0000000006576868      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x0000000006576940      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x00000000065769d8      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
